id,carat,cut,color,clarity,depth,table,x,y,z,theta1,theta2,price
9884,1.06,Ideal,D,SI2,61.2,57.0,6.59,6.51,4.01,31,33,4682
20310,1.06,Ideal,G,VVS2,61.4,57.0,6.52,6.55,4.01,32,5,8726
6994,1.06,Premium,F,SI1,61.9,59.0,6.57,6.52,4.05,32,11,4155
7003,1.06,Premium,D,SI2,60.9,60.0,6.55,6.52,3.98,32,16,4155
12319,1.06,Ideal,E,SI2,62.2,55.0,6.51,6.54,4.06,32,17,5223
14402,1.06,Premium,D,SI1,59.4,57.0,6.72,6.65,3.97,32,18,5817
23188,1.06,Ideal,F,IF,61.0,57.0,6.64,6.55,4.02,32,19,11195
19051,1.06,Ideal,G,VVS2,62.9,56.0,6.6,6.56,4.14,32,20,7836
16667,1.06,'Very Good',G,VS1,62.8,54.0,6.5,6.56,4.1,32,24,6663
17422,1.06,Ideal,D,VS2,62.5,54.0,6.6,6.53,4.1,32,25,6981
12638,1.06,'Very Good',I,VS1,58.5,58.3,6.66,6.79,3.94,32,27,5293
14355,1.06,Premium,G,VS2,62.3,59.0,6.52,6.49,4.05,32,28,5813
8868,1.06,Premium,D,SI2,59.8,61.0,6.63,6.58,3.95,32,29,4483
16668,1.06,'Very Good',G,VS1,63.1,57.0,6.42,6.49,4.07,32,30,6663
11359,1.06,'Very Good',F,SI1,62.3,56.0,6.5,6.57,4.07,32,32,4995
18800,1.06,'Very Good',G,VVS2,62.9,56.0,6.56,6.6,4.14,33,5,7695
8889,1.06,Good,F,SI1,57.0,64.0,6.8,6.71,3.85,33,6,4488
13220,1.06,Ideal,J,VS2,61.4,56.0,6.55,6.6,4.04,33,7,5459
15993,1.06,Ideal,F,VS2,60.5,57.0,6.6,6.58,3.99,33,8,6399
17836,1.06,Ideal,H,VVS1,61.3,57.0,6.55,6.53,4.01,33,9,7193
15084,1.06,'Very Good',D,SI1,59.3,60.0,6.64,6.71,3.96,33,10,6062
6109,1.06,Ideal,E,SI2,60.7,57.0,6.61,6.59,4.0,33,11,3977
6480,1.06,'Very Good',G,SI2,63.4,61.0,6.46,6.37,4.07,33,13,4057
13635,1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99,33,14,5580
17668,1.06,Premium,E,VS2,61.4,60.0,6.57,6.53,4.02,33,18,7123
15995,1.06,Premium,F,VS2,62.3,58.0,6.56,6.51,4.07,33,20,6399
9432,1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,33,21,4591
13629,1.06,Ideal,I,VS1,62.0,55.0,6.55,6.58,4.07,33,24,5577
8426,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,33,25,4405
10189,1.06,Premium,E,SI2,60.5,60.0,6.67,6.61,4.02,33,26,4737
20864,1.06,Premium,F,VVS2,61.8,58.0,6.54,6.5,4.03,33,27,9082
16474,1.06,Premium,G,VS2,60.9,57.0,6.65,6.61,4.04,33,30,6582
19858,1.06,'Very Good',G,IF,61.2,57.0,6.52,6.56,4.0,33,32,8415
19853,1.06,Ideal,E,VS1,62.1,57.0,6.49,6.52,4.04,5,5,8413
1498,1.06,Fair,J,SI2,61.0,66.0,6.54,6.35,3.93,5,6,2992
4511,1.06,Fair,G,SI2,65.3,62.0,6.33,6.25,4.11,5,7,3633
6186,1.06,'Very Good',H,SI2,62.6,60.0,6.43,6.47,4.04,5,8,3996
13256,1.06,'Very Good',H,VS2,62.4,56.0,6.49,6.56,4.07,5,9,5480
9615,1.06,'Very Good',F,SI2,62.6,60.0,6.54,6.44,4.06,5,10,4634
17101,1.06,'Very Good',G,VS2,59.8,58.0,6.64,6.7,3.99,5,11,6818
13202,1.06,'Very Good',H,VS1,62.2,59.0,6.47,6.52,4.04,5,13,5456
6885,1.06,'Very Good',I,SI2,62.8,56.0,6.47,6.55,4.09,5,17,4132
5287,1.06,Ideal,H,SI2,60.4,57.0,6.64,6.58,3.99,5,20,3799
12180,1.06,Premium,G,SI1,62.7,56.0,6.55,6.46,4.08,5,21,5183
8690,1.06,Ideal,G,SI2,62.2,55.0,6.53,6.56,4.07,5,24,4459
9065,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,5,25,4517
6756,1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,5,27,4103
6095,1.06,Ideal,I,SI2,62.4,57.0,6.48,6.54,4.06,5,28,3975
24291,1.06,Ideal,F,IF,61.9,55.0,6.54,6.57,4.06,5,29,12539
20874,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,5,30,9092
16050,1.06,Ideal,G,VS2,62.7,55.0,6.53,6.49,4.08,5,31,6411
19902,1.06,Ideal,G,VS1,62.3,55.0,6.5,6.53,4.06,5,32,8451
14766,1.06,Premium,F,VS2,61.2,57.0,6.64,6.49,4.02,5,33,5942
19537,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,6,5,8170
5425,1.06,Premium,J,SI2,62.0,58.0,6.53,6.45,4.04,6,11,3823
14771,1.06,Ideal,D,SI1,62.7,54.0,6.52,6.55,4.1,6,13,5946
13170,1.06,'Very Good',E,SI1,63.7,55.0,6.45,6.49,4.12,6,15,5445
4378,1.06,Ideal,F,I1,62.1,55.0,6.57,6.54,4.07,6,17,3609
18616,1.06,Ideal,G,VS1,60.7,56.0,6.6,6.64,4.02,6,19,7594
21527,1.06,Ideal,D,VS1,62.0,57.0,6.49,6.54,4.04,6,20,9625
23926,1.06,Ideal,D,VVS2,62.0,56.0,6.53,6.57,4.06,6,23,12053
15808,1.06,Premium,G,VS2,60.1,58.0,6.67,6.64,4.0,6,27,6325
15809,1.06,'Very Good',G,VS2,63.1,59.0,6.48,6.45,4.08,6,33,6325
9767,1.06,Ideal,G,SI2,61.0,57.0,6.61,6.56,4.02,7,5,4662
25068,1.06,Ideal,D,VVS2,61.9,56.0,6.51,6.54,4.04,7,7,13588
17686,1.06,Premium,G,VS1,62.0,58.0,6.56,6.51,4.05,7,8,7130
9593,1.06,Ideal,I,SI1,61.2,56.0,6.64,6.6,4.05,7,9,4630
18605,1.06,Ideal,G,VS1,61.4,56.0,6.55,6.58,4.03,7,11,7589
15261,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,7,14,6128
12021,1.06,Premium,H,VS2,61.1,59.0,6.58,6.51,4.0,7,15,5152
4133,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,7,18,3544
6148,1.06,Premium,E,SI2,60.0,59.0,6.64,6.59,3.97,7,19,3989
16500,1.06,'Very Good',G,VS1,63.4,57.0,6.48,6.45,4.1,7,20,6595
17755,1.06,'Very Good',D,VS2,59.6,60.0,6.68,6.71,3.99,7,25,7149
7638,1.06,Ideal,H,SI2,60.6,59.0,6.63,6.6,4.01,7,27,4267
19753,1.06,Premium,G,VVS1,61.1,58.0,6.57,6.53,4.0,7,29,8319
3463,1.06,Premium,J,SI2,62.9,59.0,6.43,6.39,4.03,7,30,3391
13441,1.06,Premium,H,VS2,60.7,59.0,6.61,6.57,4.0,7,31,5520
15914,1.06,Ideal,F,SI1,61.7,55.0,6.58,6.56,4.06,7,33,6363
12081,1.06,Ideal,G,SI1,62.0,56.0,6.52,6.55,4.05,8,5,5159
13430,1.06,Ideal,I,VS2,60.3,57.0,6.61,6.66,4.01,8,7,5516
19774,1.06,Ideal,F,VS1,61.7,57.0,6.55,6.57,4.05,8,8,8344
10231,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,8,9,4745
9193,1.06,Ideal,H,SI2,61.7,60.0,6.53,6.51,4.02,8,11,4547
7637,1.06,'Very Good',I,SI1,60.4,59.0,6.56,6.61,3.98,8,13,4267
15887,1.06,Premium,D,SI1,61.1,59.0,6.63,6.56,4.03,8,14,6352
12090,1.06,'Very Good',G,SI1,63.4,58.0,6.44,6.47,4.09,8,15,5163
13274,1.06,Premium,E,SI1,60.8,58.0,6.59,6.54,3.99,8,16,5485
11981,1.06,Premium,F,SI1,61.0,58.0,6.6,6.65,4.04,8,22,5142
21544,1.06,Ideal,G,VVS2,61.4,56.0,6.56,6.62,4.04,8,23,9645
11983,1.06,'Very Good',F,SI1,61.2,57.0,6.58,6.68,4.06,8,24,5142
8403,1.06,Ideal,H,SI2,60.1,59.0,6.65,6.63,3.99,8,25,4401
17775,1.06,Ideal,G,VS2,62.8,55.0,6.49,6.51,4.08,8,27,7160
10252,1.06,Ideal,H,SI2,59.9,58.0,6.67,6.63,3.98,8,29,4749
13546,1.06,Premium,H,VS1,62.5,58.0,6.5,6.47,4.05,8,30,5549
17323,1.06,Premium,F,VS2,62.2,57.0,6.58,6.53,4.08,8,31,6947
11988,1.06,Ideal,H,SI1,62.2,57.0,6.56,6.49,4.06,8,33,5143
17692,1.06,'Very Good',G,VS1,61.7,57.0,6.52,6.56,4.04,9,5,7132
13294,1.06,'Very Good',F,SI1,59.6,60.0,6.61,6.68,3.96,9,7,5491
13510,1.06,Premium,G,VS2,62.5,58.0,6.52,6.47,4.06,9,8,5543
50316,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,9,9,2239
11997,1.06,Ideal,E,SI2,60.9,57.0,6.58,6.62,4.02,9,11,5147
19679,1.06,Ideal,G,VS1,61.1,57.0,6.54,6.61,4.02,9,14,8285
7663,1.06,Ideal,I,SI2,61.8,57.0,6.57,6.6,4.07,9,15,4270
8408,1.06,Ideal,H,SI2,62.8,57.0,6.52,6.56,4.11,9,18,4402
17687,1.06,Premium,G,VS1,62.8,56.0,6.52,6.47,4.08,9,23,7130
19517,1.06,Premium,G,VVS2,59.6,58.0,6.65,6.61,3.95,9,24,8149
16864,1.06,Ideal,G,VS2,61.6,56.0,6.53,6.59,4.04,9,25,6728
8644,1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,9,27,4452
19342,1.06,Premium,E,VS1,63.0,58.0,6.49,6.46,4.08,9,29,8044
13934,1.06,Ideal,H,VS2,60.5,57.0,6.63,6.6,4.0,9,30,5669
10368,1.06,Premium,F,SI1,61.9,58.0,6.53,6.58,4.06,9,31,4774
19343,1.06,Ideal,G,VVS2,61.0,57.0,6.57,6.55,4.0,9,33,8044
8645,1.06,Premium,F,SI2,62.4,58.0,6.54,6.5,4.07,10,5,4452
7248,1.06,'Very Good',I,SI1,62.7,56.0,6.46,6.5,4.06,10,11,4197
11805,1.06,'Very Good',E,SI1,61.4,58.0,6.53,6.62,4.04,10,15,5090
7243,1.06,Ideal,H,SI1,62.7,57.0,6.53,6.48,4.08,10,16,4196
20090,1.06,Ideal,E,VS1,62.1,57.0,6.52,6.49,4.04,10,19,8567
17948,1.06,Ideal,G,VS2,62.3,56.0,6.49,6.54,4.06,10,23,7255
10342,1.06,'Very Good',G,SI2,61.0,57.0,6.58,6.61,4.02,10,24,4769
2276,1.06,Premium,F,I1,60.3,58.0,6.59,6.56,3.96,10,27,3158
4990,1.06,Premium,J,SI2,61.3,60.0,6.59,6.52,4.02,10,33,3740
12970,1.06,Ideal,G,SI1,60.5,57.0,6.64,6.59,4.0,11,5,5393
3103,1.06,Ideal,G,SI2,61.0,56.0,6.62,6.56,4.02,11,6,3321
9686,1.06,Premium,E,SI2,60.5,60.0,6.61,6.67,4.02,11,7,4652
18783,1.06,Premium,F,VS1,58.8,60.0,6.76,6.68,3.95,11,8,7679
16591,1.06,'Very Good',F,VS2,62.7,55.0,6.54,6.5,4.09,11,9,6627
5997,1.06,'Very Good',H,SI2,62.6,58.0,6.46,6.52,4.06,11,10,3958
10370,1.06,Premium,F,SI1,62.4,58.0,6.51,6.56,4.07,11,11,4774
5779,1.06,Premium,F,SI2,62.6,59.0,6.51,6.47,4.06,11,13,3901
20162,1.06,Ideal,F,VVS2,61.1,57.0,6.57,6.62,4.03,11,15,8619
8890,1.06,'Very Good',F,SI1,59.5,63.0,6.62,6.59,3.93,11,17,4488
18810,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,11,19,7699
12842,1.06,Ideal,F,SI2,61.8,56.0,6.56,6.51,4.04,11,21,5354
11746,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,11,23,5075
10410,1.06,Ideal,G,SI2,62.2,56.0,6.55,6.48,4.05,11,25,4778
7102,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,11,27,4167
9293,1.06,'Very Good',E,SI2,61.7,62.0,6.5,6.54,4.02,11,28,4570
14025,1.06,Ideal,I,VS1,61.1,56.0,6.59,6.61,4.03,11,29,5702
16863,1.06,Ideal,G,VS2,61.9,55.0,6.54,6.57,4.06,11,30,6728
19280,1.06,Premium,G,VVS2,59.6,58.0,6.61,6.65,3.95,11,31,8003
9672,1.06,Ideal,I,SI1,62.6,56.0,6.46,6.54,4.07,11,32,4646
17986,1.06,Ideal,E,VS2,61.9,55.0,6.54,6.58,4.06,11,33,7275
10616,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,12,13,4829
8450,1.06,'Very Good',J,VS2,62.6,59.0,6.49,6.57,4.09,12,14,4413
9109,1.06,Ideal,I,VS2,62.3,56.0,6.56,6.51,4.07,12,15,4530
13994,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,12,16,5697
12864,1.06,Ideal,I,VS2,61.0,57.0,6.55,6.59,4.01,12,18,5362
5451,1.06,Premium,F,SI2,62.6,59.0,6.47,6.51,4.06,12,19,3831
6828,1.06,Ideal,H,SI1,62.7,57.0,6.48,6.53,4.08,12,22,4120
12976,1.06,Premium,D,SI2,62.5,56.0,6.61,6.47,4.09,12,23,5393
10128,1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05,12,25,4719
23758,1.06,'Very Good',D,VVS1,61.8,57.0,6.49,6.52,4.03,13,5,11815
20903,1.06,Ideal,F,VVS2,62.1,57.0,6.54,6.5,4.05,13,7,9118
11885,1.06,Premium,G,SI1,62.2,57.0,6.53,6.47,4.04,13,8,5113
10134,1.06,'Very Good',F,SI1,62.5,58.0,6.46,6.5,4.05,13,10,4721
13077,1.06,'Very Good',H,VS2,60.7,59.0,6.56,6.63,4.0,13,11,5415
12192,1.06,Ideal,H,SI1,61.7,56.0,6.58,6.55,4.05,13,12,5188
24908,1.06,Ideal,E,IF,62.0,57.0,6.49,6.54,4.04,13,15,13344
6239,1.06,Premium,I,SI2,58.4,58.0,6.7,6.65,3.9,13,16,4007
13810,1.06,'Very Good',H,VS1,61.9,58.0,6.57,6.49,4.04,13,17,5627
7579,1.06,'Very Good',I,SI1,62.8,56.0,6.47,6.52,4.08,13,18,4255
11895,1.06,Ideal,I,VS2,61.4,55.0,6.59,6.61,4.05,13,19,5116
3991,1.06,'Very Good',I,SI2,58.4,62.0,6.65,6.7,3.9,13,22,3515
23777,1.06,Ideal,D,VVS2,62.0,57.0,6.52,6.54,4.05,13,23,11837
6492,1.06,Good,H,SI1,57.2,60.0,6.84,6.74,3.88,13,27,4060
16812,1.06,'Very Good',G,VS1,60.5,56.0,6.65,6.6,4.01,13,30,6707
17110,1.06,'Very Good',F,VS2,62.2,57.0,6.53,6.58,4.08,13,32,6823
7598,1.06,Good,E,SI2,58.8,61.0,6.63,6.67,3.91,13,33,4257
13136,1.06,'Very Good',G,SI1,61.3,60.0,6.53,6.55,4.01,14,7,5435
21622,1.06,Ideal,E,VVS2,61.0,57.0,6.63,6.54,4.02,14,8,9712
15077,1.06,Ideal,I,VS1,61.8,56.0,6.5,6.57,4.05,14,9,6060
17077,1.06,Ideal,G,VS2,61.3,57.0,6.56,6.58,4.03,14,14,6809
18684,1.06,Ideal,F,VS2,61.4,56.0,6.56,6.61,4.04,14,15,7641
16087,1.06,Ideal,D,SI1,62.6,56.0,6.49,6.52,4.07,14,17,6426
19441,1.06,Ideal,G,VS1,61.7,55.0,6.53,6.56,4.04,14,20,8093
16441,1.06,Ideal,D,SI1,61.5,56.0,6.58,6.55,4.04,14,21,6565
18782,1.06,Premium,D,VS2,62.3,59.0,6.52,6.48,4.05,14,23,7679
12214,1.06,Ideal,H,SI1,61.4,55.0,6.62,6.58,4.05,14,24,5194
49217,1.06,'Very Good',G,I1,60.7,63.0,6.59,6.56,3.99,14,25,2080
13843,1.06,Premium,E,SI1,58.5,60.0,6.81,6.7,3.95,14,26,5642
8650,1.06,Ideal,H,SI2,59.4,57.0,6.67,6.63,3.95,14,27,4452
9313,1.06,Ideal,G,SI2,61.0,57.0,6.56,6.61,4.02,14,28,4578
18508,1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,14,29,7541
11036,1.06,Premium,I,VS1,62.4,55.0,6.57,6.5,4.08,14,30,4920
19442,1.06,Ideal,G,VS1,61.3,57.0,6.53,6.56,4.01,14,31,8093
14996,1.07,Premium,G,VS2,62.2,58.0,6.54,6.48,4.05,14,32,6040
14815,1.07,Premium,G,VS1,59.6,58.0,6.66,6.7,3.98,14,33,5967
8089,1.07,'Very Good',G,SI2,64.6,60.0,6.35,6.4,4.12,15,6,4340
15078,1.07,Ideal,E,SI2,62.5,57.0,6.56,6.5,4.08,15,7,6060
14852,1.07,Ideal,F,SI1,62.7,56.0,6.47,6.53,4.08,15,9,5982
14995,1.07,Ideal,G,VS2,62.2,57.0,6.55,6.5,4.06,15,11,6040
14911,1.07,'Very Good',D,SI1,60.2,55.0,6.64,6.68,4.01,15,12,6002
14955,1.07,Premium,G,VS2,60.1,60.0,6.76,6.6,3.99,15,19,6022
9668,1.07,Premium,F,SI2,61.8,59.0,6.57,6.53,4.05,15,21,4644
18574,1.07,Ideal,G,VS2,61.7,55.0,6.53,6.57,4.04,15,22,7577
27457,1.07,'Very Good',D,IF,60.9,58.0,6.57,6.67,4.03,15,23,18114
15080,1.07,'Very Good',F,SI1,61.6,58.0,6.54,6.6,4.05,15,28,6061
18645,1.07,'Very Good',G,VS2,60.0,56.0,6.67,6.69,4.01,15,29,7611
14832,1.07,Premium,F,VS2,61.6,60.0,6.56,6.53,4.03,16,6,5974
18526,1.07,Premium,D,VS2,62.4,57.0,6.59,6.51,4.09,16,7,7550
18573,1.07,Ideal,G,VS2,61.6,57.0,6.55,6.61,4.05,16,9,7577
18762,1.07,Premium,E,VS2,59.3,56.0,6.71,6.69,3.97,16,13,7670
18618,1.07,'Very Good',G,VVS2,59.4,57.0,6.74,6.69,3.99,16,14,7597
18615,1.07,Premium,G,VVS2,61.6,57.0,6.59,6.55,4.05,16,15,7593
16781,1.07,Ideal,I,VVS1,62.3,57.0,6.56,6.6,4.1,16,16,6685
18897,1.07,Premium,D,VS2,61.3,59.0,6.61,6.53,4.03,16,17,7751
22186,1.07,Ideal,E,VVS2,61.3,56.0,6.53,6.6,4.02,16,18,10222
12309,1.07,Ideal,H,SI1,62.1,57.0,6.5,6.55,4.05,16,19,5220
20587,1.07,Ideal,G,VVS1,60.9,56.0,6.6,6.67,4.04,16,20,8895
12260,1.07,Ideal,I,VS1,62.0,57.0,6.5,6.56,4.05,16,21,5207
7228,1.07,Good,I,VS2,63.8,60.0,6.41,6.38,4.08,16,26,4194
22105,1.07,Ideal,E,VVS2,62.3,56.0,6.51,6.61,4.09,16,28,10133
12160,1.07,Premium,G,VS2,59.8,58.0,6.67,6.63,3.98,16,29,5177
12117,1.07,Ideal,I,VS2,60.6,59.0,6.64,6.62,4.02,16,32,5167
20759,1.07,Ideal,E,VS1,60.0,58.0,6.66,6.7,4.01,17,7,8998
10623,1.07,Premium,H,VS2,58.9,58.0,6.7,6.65,3.93,17,10,4830
10624,1.07,Ideal,H,SI1,62.0,57.0,6.51,6.56,4.05,17,11,4830
11985,1.07,'Very Good',H,SI1,59.2,61.0,6.65,6.67,3.94,17,15,5143
20858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,17,16,9077
3542,1.07,Ideal,H,I1,62.1,55.0,6.55,6.59,4.08,17,17,3412
10638,1.07,Good,H,SI1,58.1,60.0,6.72,6.78,3.92,17,20,4832
22071,1.07,Ideal,F,VVS2,60.3,55.0,6.65,6.68,4.02,17,30,10093
11916,1.07,Ideal,H,SI1,60.9,57.0,6.68,6.61,4.05,17,31,5123
7286,1.07,'Very Good',G,SI2,58.5,61.0,6.59,6.71,3.89,18,5,4201
7287,1.07,Premium,G,SI2,59.8,60.0,6.65,6.7,3.99,18,6,4201
7288,1.07,'Very Good',G,SI2,59.9,59.0,6.61,6.67,3.98,18,7,4201
12730,1.07,Ideal,F,SI2,61.4,56.0,6.57,6.63,4.05,18,9,5313
12669,1.07,Ideal,G,SI1,62.2,57.0,6.59,6.56,4.09,18,10,5303
12664,1.07,Ideal,I,VS1,62.0,57.0,6.56,6.5,4.05,18,13,5302
7447,1.07,Good,F,SI2,58.7,64.0,6.64,6.68,3.91,18,14,4232
20290,1.07,Ideal,G,VVS2,61.5,56.0,6.58,6.6,4.05,18,16,8707
3551,1.07,Good,F,I1,64.3,59.0,6.42,6.37,4.11,18,17,3415
12583,1.07,Ideal,H,SI1,61.0,56.0,6.6,6.68,4.05,18,18,5281
12582,1.07,Ideal,J,SI1,61.5,55.0,6.58,6.62,4.06,18,20,5281
11914,1.07,Premium,H,SI1,61.5,57.0,6.63,6.55,4.05,18,21,5123
12581,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,18,22,5280
12525,1.07,'Very Good',H,VS2,62.7,57.0,6.48,6.53,4.08,18,23,5264
12484,1.07,'Very Good',H,VS2,61.5,57.0,6.57,6.63,4.06,18,24,5254
22234,1.07,Ideal,E,VVS2,61.7,57.0,6.61,6.55,4.06,18,27,10288
3549,1.07,Ideal,H,SI1,61.5,54.0,6.64,6.6,4.07,18,28,3415
22211,1.07,Ideal,D,VVS2,61.3,58.0,6.55,6.64,4.04,18,32,10266
12424,1.07,Ideal,F,SI2,61.5,55.0,6.56,6.62,4.05,18,33,5240
12417,1.07,Premium,H,SI1,59.2,61.0,6.67,6.65,3.94,19,6,5237
7413,1.07,Premium,J,VS2,62.8,57.0,6.54,6.49,4.09,19,7,4224
11875,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,19,11,5108
11855,1.07,Ideal,I,VS1,62.2,58.0,6.52,6.57,4.07,19,12,5103
21424,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,19,13,9532
11277,1.07,Ideal,E,,60.4,57.0,6.62,6.56,3.98,19,14,4973
6860,1.07,Premium,I,SI1,61.2,58.0,6.62,6.55,4.03,19,15,4126
10851,1.07,'Very Good',I,VS2,62.5,56.0,6.5,6.53,4.07,19,17,4873
11198,1.07,Ideal,I,SI1,62.0,55.0,6.56,6.6,4.08,19,19,4958
6820,1.07,Premium,H,SI2,62.2,59.0,6.47,6.53,4.04,19,21,4119
11184,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,19,24,4955
11182,1.07,Ideal,F,SI2,61.6,56.0,0.0,6.62,0.0,19,26,4954
11168,1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,19,28,4949
11421,1.07,Ideal,I,SI1,61.7,56.1,6.57,6.59,4.06,19,32,5002
11167,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,19,33,4949
11165,1.07,Premium,D,SI2,62.4,61.0,6.51,6.48,4.05,20,5,4949
11150,1.07,Premium,E,SI2,59.7,58.0,6.66,6.68,3.98,20,6,4943
11149,1.07,Premium,E,SI2,61.3,59.0,6.58,6.64,4.05,20,8,4943
21575,1.07,'Very Good',D,VS1,59.9,55.0,6.69,6.71,4.01,20,12,9681
21604,1.07,Ideal,G,VVS1,61.4,55.0,6.59,6.66,4.06,20,14,9703
6759,1.07,Premium,J,SI2,62.4,58.0,6.54,6.47,4.06,20,17,4105
11028,1.07,Ideal,H,SI1,62.0,57.0,6.56,6.51,4.05,20,18,4918
4313,1.07,Ideal,G,SI2,60.8,57.0,6.62,6.6,4.02,20,20,3595
10948,1.07,Ideal,H,SI2,62.8,56.0,6.5,6.56,4.1,20,25,4899
11166,1.07,'Very Good',G,SI1,63.1,59.0,6.49,6.45,4.08,20,27,4949
7477,1.07,Premium,H,SI1,58.9,59.0,6.76,6.71,3.97,20,28,4235
10792,1.07,Good,G,SI1,63.1,59.0,6.45,6.49,4.08,20,29,4861
10790,1.07,'Very Good',G,SI1,60.5,62.0,6.6,6.69,4.02,20,30,4861
11814,1.07,Premium,G,SI1,61.0,58.0,6.66,6.59,4.04,20,33,5091
20952,1.07,Ideal,G,VVS2,61.9,56.0,6.6,6.62,4.09,21,5,9169
10674,1.07,Ideal,H,SI2,62.4,55.0,6.56,6.59,4.1,21,8,4840
20967,1.07,Ideal,E,VS2,61.9,56.0,6.55,6.58,4.06,21,10,9177
11749,1.07,Ideal,F,SI2,62.0,56.0,6.51,6.55,4.09,21,11,5077
21992,1.07,Ideal,F,VVS2,62.3,57.0,6.56,6.58,4.09,21,12,10061
11690,1.07,Ideal,H,SI1,61.5,56.0,6.6,6.66,4.08,21,20,5065
11688,1.07,Ideal,H,VS1,60.2,57.0,6.61,6.55,3.96,21,21,5063
10791,1.07,'Very Good',D,SI2,62.6,61.0,6.42,6.49,4.04,21,23,4861
21973,1.07,Ideal,E,VVS2,61.4,56.0,6.65,6.55,4.05,21,26,10043
11657,1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,21,28,5055
21105,1.07,Ideal,G,VVS1,62.6,54.0,6.58,6.5,4.1,21,29,9276
11590,1.07,Premium,F,SI1,61.7,58.0,6.54,6.61,4.06,21,32,5042
11557,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,22,7,5033
11527,1.07,Ideal,F,SI2,60.7,56.9,6.62,6.65,4.02,22,9,5027
21216,1.07,Ideal,G,IF,61.5,57.0,6.54,6.59,4.04,22,10,9361
6558,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,22,13,4075
11658,1.07,Premium,H,SI1,62.2,57.0,6.57,6.48,4.06,22,17,5055
7478,1.07,'Very Good',I,SI1,60.7,61.0,6.55,6.6,3.99,22,18,4237
12765,1.07,Ideal,E,SI2,62.2,55.0,6.54,6.58,4.08,22,23,5325
12768,1.07,Premium,H,VS2,62.1,59.0,6.52,6.56,4.06,22,25,5327
14179,1.07,'Very Good',H,SI1,62.3,57.0,6.53,6.64,4.1,22,28,5752
9955,1.07,Ideal,E,SI2,62.4,57.0,6.55,6.52,4.08,22,31,4698
14170,1.07,Ideal,I,SI1,61.5,57.0,6.57,6.59,4.05,22,32,5748
9960,1.07,Premium,F,SI2,62.0,58.0,6.57,6.52,,23,5,4700
9961,1.07,Premium,F,SI2,60.3,58.0,6.68,6.62,4.01,23,7,4700
19208,1.07,Premium,D,VS2,60.9,59.0,6.63,6.58,4.02,23,9,7954
19239,1.07,'Very Good',G,VVS2,62.8,57.0,6.46,6.56,4.09,23,11,7975
14034,1.07,Ideal,E,SI2,61.5,56.0,6.61,6.58,4.06,23,13,5704
14033,1.07,Premium,D,SI1,61.9,58.0,6.57,6.53,4.05,23,14,5704
13998,1.07,Ideal,H,VS2,63.6,59.0,6.46,6.42,4.09,23,16,5698
10080,1.07,Good,D,SI2,61.0,62.0,6.6,6.68,4.05,23,17,4710
13910,1.07,Premium,F,SI1,59.6,58.0,6.72,6.68,3.99,23,20,5662
13905,1.07,'Very Good',H,VS1,62.5,56.0,6.52,6.6,4.1,23,21,5661
10105,1.07,'Very Good',H,SI2,62.1,58.0,6.53,6.57,4.07,23,22,4716
51445,1.07,Fair,G,I1,64.8,56.0,6.53,6.43,4.2,23,25,2375
8900,1.07,Premium,F,SI2,60.8,58.0,6.62,6.68,4.04,23,27,4491
8901,1.07,Premium,I,VS2,60.7,58.0,6.62,6.66,4.03,23,30,4491
19299,1.07,Premium,E,VS1,59.7,61.0,6.69,6.64,3.98,23,31,8015
19484,1.07,Ideal,G,VVS2,62.8,57.0,6.56,6.46,4.09,24,7,8120
